0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,words
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006838386140870754,0,0,0,0,0,0,0,0,0,0,kilt-wearing
0,0,0,0,0,0,0,0,0,0,0,0,0.0009272137227630969,0,0.00045813767036994614,0,0,0,0,0.0007072969468348463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,subtext
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012039489525644112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,choking
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002279462046956918,0,0,0,0,0,0,0,0,0,0.00011860989206499822,half-assed
0.0005720823798627002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,steinis
0,0.00011667250029168125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thrashing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005893446487505893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lackadaisical
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010864841373315949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crane
0,0,0,0,0,0,0,0,0,0,0,0.0009930486593843098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inconceivable
0,0,0.00011523392486748098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
0,0,0,0,0,0,0.0008985735145456587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hankies
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007223693715386468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008341277407054338,0,0,0,receiving
0,0,0,0,0,0,0,0,0,0.0011523392486748097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fright
0,0.0005833625014584062,0,0,0,0,0,0,0,0,0,0,0,0.002631578947368421,0,0,0,0,0,0,0,0,0,0.0010183299389002036,0,0,0,0,0,0,0,0,0,0,0,nevertheless
0,0,0,0,0,0,0,0,0,0.005300760543904125,0,0,0,0,0,0,0.0008691873098652759,0,0,0,0,0,0,0,0,0,0,0.005448601525608427,0,0,0,0,0,0,0.0004744395682599929,delivers
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023025558369790466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,respites
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651890482398957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,boiling
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093841642228739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dull-witted
0.0011441647597254005,0,0,0,0.0008234325373485472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001015457520027079,0,0,0,0,0,dawson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011615750958299453,0,0,0,0,transporting
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033214981101821095,0,0,0,0,0,0,0,0,0,0,0.00047881254488867607,0,0,0,0,0,0,0,0,0,wondering
0,0,0,0,0,0,0,0,0,0,0.001365343042439413,0,0,0,0.0016034818462948117,0,0,0,0,0,0,0,0,0.0010183299389002036,0,0,0,0,0,0,0,0,0,0,0,embraces
0,0,0,0,0,0,0,0,0,0,0,0,0.0001159017153453871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047664442326024784,0.0007889101769412826,0,0,calls
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011441647597254005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,withstand
0.0002288329519450801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,than-likely
0,0,0,0,0,0,0,0.002203665042913477,0,0,0,0.0009930486593843098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pretension
0,0,0,0,0,0,0,0,0,0,0.0014791216293093639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fascinates
0,0,0,0,0,0,0,0,0,0,0,0.00012413108242303873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,link
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007605388961321165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007149666348903718,0,0,0,lift
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001210800339024095,0,0,0,0,0,0,0,rampling
0,0,0,0.0005816658911121451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,novelty
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034360325277745966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forwards
0,0,0,0,0,0,0,0,0,0,0,0,0.0003477051460361613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trains
0,0,0,0,0,0,0,0,0,0,0,0.0008689175769612712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003591094086665071,0,0,0,0.00033848584000902634,0,0,0,0,0,ararat
0,0,0,0,0,0.00392156862745098,0,0.003015541637671074,0,0,0.0029582432586187277,0.0011171797418073484,0,0.006064073226544623,0,0,0,0,0,0,0,0,0,0.00022629554197782303,0.001253704125826305,0,0,0,0,0,0,0,0,0,0,mind
0,0,0,0,0,0,0,0,0,0,0,0,0.0001159017153453871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tangy
0,0,0,0,0.0012939654158334313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001172470395122523,0,0,0,0,0,0,0,0,0,0,0,0,0,tool
0,0,0,0,0,0,0,0,0,0,0,0.0004965243296921549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lungs
0,0,0,0,0,0,0,0,0,0,0.001365343042439413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reinforcement
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005720823798627002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bickle
0,0.0008167075020417688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002346041055718475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worlds
0,0,0,0,0,0,0,0.00011598237067965669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,betrayals
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005432420686657974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peaks
0,0,0,0,0,0,0,0,0,0,0,0.006206554121151936,0.002086230876216968,0,0,0,0,0,0,0.0027113049628669102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267639902676399,0,nature
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014874141876430205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gutter
0,0,0,0,0,0,0.00011232168931820734,0,0,0,0,0,0,0,0,0,0,0,0,0.00011788282447247436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cipherlike
0,0,0,0,0,0,0.0012355385825002809,0,0,0,0,0,0.0001159017153453871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sorrow
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009051821679112921,0,0,0,0,0,0,0,0,0,0.00097323600973236,0,distinguish
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004744395682599929,extracting
0,0,0,0,0,0,0,0.004987241939225237,0,0,0,0,0.0004636068613815484,0,0,0,0,0.0011730205278592375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003336510962821735,0,0,0,telling
0,0,0,0,0,0,0,0,0.0004742708086317287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,macho
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001128286133363421,0,0,0,0,0,professionally
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008131025670809617,0,0,0,0,staggered
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011615750958299454,0,0,0,0,cruise
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046051116739580933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,consoled
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011951325510647544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,meticulous
0,0,0.00023046784973496196,0,0,0,0,0,0,0,0,0,0.0006954102920723226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spits
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007978117164349213,0,0,0,0,0,0,0,0,0,0,preferably
0,0,0,0,0.0003528996588636631,0,0,0,0,0,0,0,0,0,0.00045813767036994614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ivan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005958055290753097,0,0,0,settled
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006864988558352404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cacoyannis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006969450574979672,0,0,0,0,ransacks
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009488791365199858,sword
0,0,0,0,0,0,0,0,0,0,0,0.001241310824230387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seamy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004744395682599929,sixties-style
0,0,0,0,0,0.0005767012687427911,0,0.0009278589654372535,0,0,0,0,0,0,0,0.002769082590898146,0,0,0,0,0,0,0,0.0010183299389002036,0,0,0.0005694760820045558,0,0,0,0,0.0007149666348903718,0.0010143130846387918,0,0,until
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011730205278592375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jean-luc
0,0,0,0,0,0,0,0,0,0,0.00011377858686995107,0,0,0,0,0,0.00010864841373315949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thirty-three
0,0,0,0.0016286644951140064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,costumes
0,0,0,0,0.000588166098106105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021196420160150727,0,0,0,0,0,0,0,0,0,0,0,0,excruciating
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001581508515815085,0,didactic
0,0,0.0013828070984097719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,winking
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008341277407054338,0,0,0,favorably
0,0,0,0,0,0,0,0,0,0,0,0.0011171797418073484,0.001159017153453871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monstrous
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005726720879624327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,omnibus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009292600766639563,0,0,0,0,gloss
0,0,0,0,0,0,0,0.0017397355601948506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sway
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004555808656036446,0,0,0,0,0,0,0,0,resuscitate
0,0,0,0,0,0,0,0,0,0,0,0.001241310824230387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faltering
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002580210904195647,0,0,0,0,0,0,alabama
0,0,0,0.004653327128897161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011730205278592375,0,0,0,0,0,0,0,0,0,0,0,0,0.0011615750958299453,0,0,0,0,large
0,0,0,0,0,0,0,0,0,0.00023046784973496196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,minus
0,0,0,0,0,0,0,0,0,0,0,0,0.0005795085767269355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stew
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005887894488930757,0,0,0,0,0,0,0,0,0,0,0,0,overachieving
0,0,0,0,0,0,0,0,0,0.00023046784973496196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neo-realist
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003432494279176202,0,0,0,0,0,0,0,0.0001172470395122523,0,0,0,0,0,0,0,0,0,0,0,0,0,inside-show-biz
0,0,0,0,0,0,0,0,0,0.00011523392486748098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sir
0,0,0,0,0,0.0006920415224913495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,haranguing
0,0,0,0,0,0.00046136101499423294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,li
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005887894488930757,0,0,0,0,0,0,0,0,0,0,0,0,stylishly
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005862351975612615,0,0,0,0,0.001480637813211845,0,0.0001121830827911151,0,0,0,0,0,0,lifestyle
0,0,0,0,0,0,0,0.0009278589654372535,0,0,0,0,0,0,0,0,0,0,0.0014966612940363801,0.0008251797713073205,0,0,0,0,0,0,0,0,0,0,0.0006969450574979672,0,0,0,0,nation
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007223693715386468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,holiday-season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004815795810257645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z-boys
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020501138952164007,0,0,0,0,0,0,0,0,sportsmen
0,0.0008167075020417688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,creepiest
0,0,0,0,0,0,0,0,0,0,0.0011377858686995106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prevent
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001366742596810934,0,0,0,0,0,0,0,0,disorientated
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008691873098652759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jeunet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011314777098891151,0.0001139731023478459,0,0,0,0,0,0,0,0,0,0,sentimentalized
0,0.0016334150040835376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,besson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012953367875647667,0,0,0,0,0,0,0,0,0,0,0,0,conclusions
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007116593523899894,sloppiness
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003558296761949947,inclusiveness
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003536067892503536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argentinean
0,0,0,0.0005816658911121451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bullseye
0.0004576659038901602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disagreeable
0,0,0,0,0,0,0,0,0,0,0,0,0.001159017153453871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,travail
0,0,0,0,0.0015292318550758732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,updating
0,0,0,0,0,0,0,0.00046392948271862676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cool-j
0,0,0,0,0,0,0.0006739301359092441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,executives
0,0,0,0,0,0,0,0,0,0,0,0,0.0016226240148354196,0,0,0,0,0,0,0,0,0.0009379763160980184,0,0,0,0,0,0,0,0,0,0,0,0,0,secretary
0,0,0,0,0,0,0.0012355385825002809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011970313622216902,0.0019362186788154897,0.0023005206441457805,0,0,0,0,0,0,0,well-crafted
0,0,0,0.0005816658911121451,0,0,0,0,0,0.00011523392486748098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,livelier
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010897203051216855,0,0,0,0,0,0,0,low-brow
0,0,0.0005761696243374049,0,0.0003528996588636631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,civic
0.0016018306636155608,0.00011667250029168125,0,0,0,0,0,0,0.0017785155323689827,0,0,0.005461767626613704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001015457520027079,0,0,0,0,0,storyline
0,0,0,0.0008143322475570032,0,0,0,0.00023196474135931338,0,0,0,0,0,0,0,0,0.0036940460669274227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009016116307900371,0,0,hoffman
0,0,0,0,0,0,0.0012355385825002809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014364376346660283,0,0,0,0,0,0,0,0,0,unabashed
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097323600973236,0,comprehensible
0,0,0,0,0,0,0,0,0,0,0.001365343042439413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,letdown
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001338199513381995,0,kissing
0,0.0014000700035001752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021874280451300945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000608272506082725,0,below
0,0,0.00011523392486748098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047881254488867607,0,0,0,0,0,0,0,0,0,well-formed
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011730205278592375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bait-and-tackle
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004513144533453684,0,0,0,0,0,aristocrats
0,0,0.00034570177460244297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469208211143695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mounted
0,0,0.0028808481216870247,0,0,0,0,0.002203665042913477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007034822370735139,0.000706547338671691,0,0,0,0,0,0,0,0,0,0,0,0,possibly
