0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,words
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000995655322230268,0,0,0,0,0,0,0,0,0,0,0,earthly
0,0,0,0,0,0,0.0005640688163956004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spirals
0,0,0,0,0,0,0,0,0,0.0005549902876699658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010850890677276425,0,awe-inspiring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010048415090892482,0,0,0,0,0,0,0,0,0,records
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004029008863819501,0,0,0,0,0,0.0003515247385534757,wry
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020705797623334532,0,0,0,0,0,0.0009042408897730355,0,lovers
0,0,0,0,0,0,0,0,0,0,0.00045641259698767686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gleefully
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035220568812186317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dispossessed
0,0,0,0,0.0006505576208178438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,well-worn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026711779894933663,0.00036205648081100655,0,0,0,0.0006301764494058336,0,0,0,0,0.0017453610141466103,0,0,reminds
0,0,0,0,0,0,0,0.0042259990813045475,0,0.0005549902876699658,0.0007302601551802831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faith
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008138168007957319,0,boom-bam
0,0,0,0,0,0,0,0,0,0,0,0,0.0005568445475638051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,charlotte
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006920415224913495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,encumbers
9.542895314438401e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sir
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.051412020275164e-05,0,0,0,0,0,0,0,0,0,0,0,tickle
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000994664978750339,0,sorrowful
0,0,0,0,0,0.0005911163654788042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ineffective
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004511006856730422,0,0,0,0,0,intacto
0,0.00028074115665356543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schtick
0,0,0,0,0,8.444519506840061e-05,0,0.0010105649977032614,0,0,0.0006389776357827476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trap
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005425445338638213,0,multi-character
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007297272644349174,0,0,0,0,0,0,0,0,0,0,0,0,0,breathless
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005283085321827947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stabs
0,0,0,0.00018406037180195104,0,0,0,0,0,0,0,0,0,0,0,0,9.121590805436468e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,gaunt
0,0,0,0.0005521811154058531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,transported
0,0,0,0,0,0,0.0008461032245934005,0,0.0012906794505393195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reviews
0,0,0.0003928115486595306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004525706010137582,0,0,0,0,0,0,0.0013753896937465616,0,0,0,0,served
0.00038171581257753605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000663129973474801,0,0,0,0,0,0,0,0,0,0,leavened
0,0,0,0,0.0008364312267657993,0,0,0,0,0,0,0,0,0,0.003064755313890262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lively
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037893141341417203,0,0,0,0,0,0,0,0,0,0,tonal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009794319294809011,0,0,0,0,0,0,0,0,0,0,0,0,milquetoast
0,0,0,0,0,0.00033778078027360244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fuzziness
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020479031252782476,0,0,0,0,0,0.0009848688333781,0,0,0,0,0,0,farts
0,0,0,0,0,0.00033778078027360244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,twenty-some
0.0006680026720106881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,waldo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045674614049511284,0,0,0,0,0,0,0,0,0,cutting-room
0,0,0,0.0005521811154058531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006232748642151188,0,0,0,0,0,0,0,0.002200623509994498,0,0,0,0,drive
0,0,0,0,0,0.0007600067556156054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001794848783989949,0,0,0,hindered
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.788118463836892e-05,enable
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.903926631644555e-05,0,0,0,0,0,0,0,0,0,0,0,0,savvier
0,0,0,0,0,0,0,0,9.219138932423711e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubbing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002740476842970677,0,0,0,0,0,0.0005384546351969846,0,0,0,prince
9.542895314438401e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,same-old
0,0,0.0002946086614946479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bypassing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006301764494058336,0,0,0,0,0,0,0,rumblings
0,0,0,0.0003681207436039021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rooms
0,0,0,0,0.0002788104089219331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benevolent
0,0,0,0,0,0.0010977875358892078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,travesty
0,0,0,0,0,0,0.0015041835103882675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reluctant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003608805485384338,0,0,0,0,0,curtsy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002715423606082549,0,0,0,0,0,0,0,0,0,0,0,deliriously
0,0,0,0,0,0,0,0,0.00036876555729694845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rated
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016153639055909539,0,0,0,admittedly
0,0,0,0,0.0008364312267657993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reprehensible
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.022013713460845e-05,0,0,0,0,0,wincing
0,0,0,0,0.0002788104089219331,0,0,0,0,0,0,0,0,0,0,8.805142203046579e-05,0,0.0003561570652657822,0,0,0,0,0,0,0,0,0,0,0,0,post-feminist
0,0,0,0,0,0,0.000658080285794867,0,0,0,0,0,0,0.0014440433212996391,0,0,0,0,0,0,0,0,0.0007202016564638099,0,0,0,0,0,0,0,pity
9.542895314438401e-05,0,0,0,0,0.0005911163654788042,0.001316160571589734,0,9.219138932423711e-05,0,0.0032861706983112735,0,0,0.0015342960288808665,0,0,0,0,0.0023533671252715426,0,0,8.927774305865549e-05,0,0,0,0,0.0014358790271919591,0.0015616388021311778,0,0,believe
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000631768953068592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,smashing
0,0,0,0.0011963924167126816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.473285335354301e-05,0,0,0,0.0019697376667562,0,0,0,0,0,0,society
0,0,0,0,0,0,0,0,0,0,0,0,9.280742459396752e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,discern
0,0.0006550626988583193,0,0,0,0.0014355683161628103,0,0,0,0,0,0,0.0004640371229698376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009042408897730355,0,giving
0,0,0,0,0,0,0,0,0,0,0,0.0022381796139140167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,affirming
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004593055300385817,0,0,shoulder
0,0,0.0015712461946381223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.022013713460845e-05,0,0,0,0,0,appreciated
0,0,0,0,0,0,0,0,0,0.00018499676255665526,0,0,0,0,0,0,0,0,0.0014482259232440262,0.0007578628268283441,0,0,0.0010803024846957148,0,0,0,0,0,0,0,manage
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006418485237483953,0,0,0,0,bars
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005384546351969846,0,0,0,equations
0,0,0,0,0,0,0,0.0014699127239320166,0,0.0012949773378965867,0,0,0,0,0,0,0,0,0,0,9.134922809902258e-05,0,0,0,0,0,0,0,0,0,savvy
0,0.0010293842410630733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,capability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018243181610872936,0,0,0,0,0,0,0,0,0,0,0,0,0,anthony
0,0,0,0,0,0,0,0,0,0,0.0006389776357827476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,modus
0,0,0,0,0,0,0,0,0,0,0,0,0.0004640371229698376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spall
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001087493821057835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scorpion
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011666517095934666,0,0,0,unnoticed
0,0.0022459292532285235,0,0,0.006598513011152417,0,0.0017862179185860676,0,0,0,0.0025559105431309905,0,0,0,0,0,0,0,0,0,0.001278889193386316,0,0,0,0,0,0,0,0,0,serious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.042408897730355e-05,0,jeong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001175513156704946,0,well-shaped
0,0,0,0,0,0.0005066711704104037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,glitter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039545229856648547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blemishes
0,0,0,0,0,0.0013511231210944098,0,0,0,0,0,0.0002797724517392521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dressed
0,0,0,0,0,0,0.001034126163391934,0,0,0,0.0007302601551802831,0,0,9.025270758122745e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,penetrating
0.0009542895314438401,0.0010293842410630733,0,0,0,0,0,0,0,0,0,0,0,0,0.0020761245674740486,0,0,0.0024040601905440297,0,0,0,0.00017855548611731098,0,0,0,0,0,0,0,0,popcorn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010684711957973465,0,0,0,0,0,0.0008058017727639002,0,0,0,9.186110600771634e-05,0,0.003427366200896388,theaters
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044871219599748716,0,0,0,bleed
0,0,0,0,0,0,0,0,0,0,0,0,0.0003712296983758701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tipped
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002280397701359117,0,0,0,0,0,0,0,0,0,0,0,0,0,bone
0,0,0,0,0,0,0,0,0,0,0.0009128251939753537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035711097223462197,0,0,0.0004511006856730422,0,0,0,0,0,yorker
0,0,0,0.00027609055770292653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sandeman
0,0,0,0.0008282716731087797,0,0,0,0.00045934772622875517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stupidity
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011920044012470197,0,0,0,0,electric
0,0.0009358038555118847,0,0,0,0.005742273264651241,0,0.0009186954524575103,0,0,0,0.0018651496782616805,0,0.001263537906137184,0.001087493821057835,0,0,0,0,0,0,0,0.0006301764494058336,0,0,0,0,0,0,0,impossible
0.0006680026720106881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stevenson
0.00038171581257753605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012860554841080285,0.0007233927118184284,0,classical
0,0,0.0002946086614946479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sylvie
9.542895314438401e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0003610108303249098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gainsbourg
0,0,0,0,0.0005576208178438662,0,0,0,0.0005531483359454227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passed
0.0006680026720106881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crowds
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001326259946949602,0,0,0,0,0,0,0,0,0,0,delinquent
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005931784478497282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,replacing
0,0,0,0,0,0,0.0003760458775970669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,susceptible
0,0,0.0001964057743297653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044766765153550004,0,0,0,0,0,0,powerpuff
0,0,0,0,0,0,0,0.0005512172714745062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mankind
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026711779894933663,0,0,0,0,0,0,0,0,0,0,0,0,scripters
0,0,0,0,0,0,0.0004700573469963336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009134922809902257,0,0,0,0.0003608805485384338,0,0,0,0,0,compromise
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.974243919949744e-05,0,0,0.0003515247385534757,bikes
0,0,0,0,0,0,0,0,0,0,0,0,0.0020417633410672853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007909306617453202,portrays
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045674614049511284,0,0,0,0,0,0,0,0,0,imperious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036677058499908307,0,0,0,0,re-invents
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044766765153550004,0,0,0,0,0,0,accompanying
0,0,0.0005892173229892959,0,0,0,0,0,0,0,0,0.0022381796139140167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neat
0,0,0,0,0,0,0,0,0,0.0005549902876699658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lucas
0,0,0,0,0,0,0,0,9.219138932423711e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,torpid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017610284406093158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shimmers
0.0025765817348983684,0,9.820288716488265e-05,0,0,0,0,0,0.0027657416797271135,0,0,0.00046628741956542013,0,0,0,0,0,0,0,0,0,0,0.0027907814187972634,0,0,0,0,0,0,0,pointless
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.805142203046579e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unrepentant
0,0,9.820288716488265e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sabrina
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.805142203046579e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0009042408897730355,0,hawk
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008209431724892821,0,0,0,0,0,0,0,0,0,0,0,0,0,megaplexes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.473285335354301e-05,0,0,0,0,0,0,0,0,0,0,bogdanich
0,0,0,0,0,0.000844451950684006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,psychotic
0.0007634316251550721,0.0014972861688190156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,swinging
0,0,0,0,0,0,0,0,0,0.0006474886689482933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.022013713460845e-05,0,0,0,0,0,unbalanced
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094732853353543,0,0,0,0,0,0,0,0,0,0,undergrad
